record_date,security_type_desc_df2,security_desc,avg_interest_rate_amt,record_fiscal_year_df2,record_fiscal_quarter_df2,record_calendar_year_df2,record_calendar_quarter_df2,record_calendar_month_df2,record_calendar_day_df2,debt_held_public_mil_amt,intragov_hold_mil_amt,total_mil_amt
2013-12-31,Marketable,Federal Financing Bank,3.619,2014,1,2013,4,12,31,0.0,14999.99,14999.99
2013-12-31,Non-marketable,Domestic Series,7.948,2014,1,2013,4,12,31,29995.18,0.0,29995.18
2013-12-31,Non-marketable,Foreign Series,8.086,2014,1,2013,4,12,31,2985.64859,0.0,2985.64859
2013-12-31,Non-marketable,State and Local Government Series,1.499,2014,1,2013,4,12,31,115487.82659416,0.0,115487.82659416
2013-12-31,Non-marketable,United States Savings Securities,3.072,2014,1,2013,4,12,31,179226.17959821,0.0,179226.17959821
2013-12-31,Non-marketable,Government Account Series,3.428,2014,1,2013,4,12,31,179999.46769712,4972909.4187874,5152907.88648452
2014-01-31,Marketable,Treasury Inflation-Protected Securities (TIPS),1.025,2014,2,2014,1,1,31,959058.42282199,40.09359727,959098.51641926
2014-01-31,Marketable,Treasury Bills,0.085,2014,2,2014,1,1,31,1484437.7774,1538.878,1485976.6554
2014-01-31,Marketable,Treasury Notes,1.809,2014,2,2014,1,1,31,7922463.82109999,6629.596,7929093.41709999
2014-01-31,Marketable,Treasury Bonds,5.053,2014,2,2014,1,1,31,1421109.6851,43.255,1421152.9401
2014-01-31,Marketable,Federal Financing Bank,3.619,2014,2,2014,1,1,31,0.0,14999.99,14999.99
2014-01-31,Non-marketable,Domestic Series,7.948,2014,2,2014,1,1,31,29995.18,0.0,29995.18
2014-01-31,Non-marketable,Foreign Series,8.086,2014,2,2014,1,1,31,2985.64859,0.0,2985.64859
2014-01-31,Non-marketable,State and Local Government Series,1.48,2014,2,2014,1,1,31,110347.97782844,0.0,110347.97782844
2014-01-31,Non-marketable,United States Savings Securities,3.09,2014,2,2014,1,1,31,178858.58078432,0.0,178858.58078432
2014-01-31,Non-marketable,Government Account Series,3.44,2014,2,2014,1,1,31,182464.7779638,4961130.68297673,5143596.29453937
2014-01-31,Marketable,Treasury Floating Rate Notes (FRN),0.1,2014,2,2014,1,1,31,15000.0775,0.0,15000.0775
2014-02-28,Marketable,Treasury Bills,0.084,2014,2,2014,1,2,28,1612320.9417,1651.257,1613972.1987
2014-02-28,Marketable,Treasury Notes,1.802,2014,2,2014,1,2,28,7942678.09439999,6656.101,7949334.19539999
2014-02-28,Marketable,Treasury Bonds,5.037,2014,2,2014,1,2,28,1437113.3049,39.271,1437152.5759
2014-02-28,Marketable,Federal Financing Bank,3.619,2014,2,2014,1,2,28,0.0,14999.99,14999.99
2014-02-28,Non-marketable,Domestic Series,7.948,2014,2,2014,1,2,28,29995.18,0.0,29995.18
2014-02-28,Non-marketable,Foreign Series,8.086,2014,2,2014,1,2,28,2985.64859,0.0,2985.64859
2014-02-28,Non-marketable,State and Local Government Series,1.454,2014,2,2014,1,2,28,107174.59161086,0.0,107174.59161086
2014-02-28,Non-marketable,United States Savings Securities,3.091,2014,2,2014,1,2,28,178679.13443808,0.0,178679.13443808
2014-02-28,Non-marketable,Government Account Series,3.424,2014,2,2014,1,2,28,184273.12632886,4946798.01459561,5131071.04730332
2014-02-28,Marketable,Treasury Inflation-Protected Securities (TIPS),1.029,2014,2,2014,1,2,28,967943.73850681,40.07367847,967983.81218528
2014-02-28,Marketable,Treasury Floating Rate Notes (FRN),0.099,2014,2,2014,1,2,28,28000.1665,0.0,28000.1665
2014-03-31,Marketable,Treasury Inflation-Protected Securities (TIPS),1.024,2014,2,2014,1,3,31,984436.42684697,41.76177029,984478.18861726
2014-03-31,Marketable,Treasury Bills,0.084,2014,2,2014,1,3,31,1650232.7216,1735.807,1651968.5286
2014-03-31,Marketable,Treasury Notes,1.805,2014,2,2014,1,3,31,7986238.22979999,6654.367,7992892.59679999
2014-03-31,Marketable,Treasury Bonds,5.025,2014,2,2014,1,3,31,1450113.65795,38.929,1450152.58695
2014-03-31,Marketable,Federal Financing Bank,3.619,2014,2,2014,1,3,31,0.0,14999.99,14999.99
2014-03-31,Non-marketable,Domestic Series,7.948,2014,2,2014,1,3,31,29995.18,0.0,29995.18
2014-03-31,Non-marketable,Foreign Series,8.086,2014,2,2014,1,3,31,2985.64859,0.0,2985.64859
2014-03-31,Non-marketable,State and Local Government Series,1.4,2014,2,2014,1,3,31,108535.94346252,0.0,108535.94346252
2014-03-31,Non-marketable,United States Savings Securities,3.126,2014,2,2014,1,3,31,178371.99963794,0.0,178371.99963794
2014-03-31,Non-marketable,Government Account Series,3.418,2014,2,2014,1,3,31,186051.18635582,4957942.54625047,5143994.62134093
2014-03-31,Marketable,Treasury Floating Rate Notes (FRN),0.109,2014,2,2014,1,3,31,41000.3172,0.0,41000.3172
2014-04-30,Marketable,Treasury Inflation-Protected Securities (TIPS),1.001,2014,3,2014,2,4,30,989179.28498076,37.50686756,989216.79184832
2014-04-30,Marketable,Treasury Bills,0.08,2014,3,2014,2,4,30,1457135.9999,1834.6,1458970.5999
2014-04-30,Marketable,Treasury Notes,1.808,2014,3,2014,2,4,30,8027406.04059999,6755.215,8034161.25559999
2014-04-30,Marketable,Treasury Bonds,5.011,2014,3,2014,2,4,30,1463106.92415,45.594,1463152.51815
2014-04-30,Marketable,Federal Financing Bank,3.619,2014,3,2014,2,4,30,0.0,14999.99,14999.99
2014-04-30,Non-marketable,Domestic Series,7.948,2014,3,2014,2,4,30,29995.18,0.0,29995.18
2014-04-30,Non-marketable,Foreign Series,8.086,2014,3,2014,2,4,30,2985.64859,0.0,2985.64859
2014-04-30,Non-marketable,State and Local Government Series,1.307,2014,3,2014,2,4,30,112423.27278393,0.0,112423.27278393
2014-04-30,Non-marketable,United States Savings Securities,3.145,2014,3,2014,2,4,30,178127.92303936,0.0,178127.92303936
2014-04-30,Non-marketable,Government Account Series,3.419,2014,3,2014,2,4,30,185731.68956742,4980801.79817146,5166533.48773887
2014-04-30,Marketable,Treasury Floating Rate Notes (FRN),0.091,2014,3,2014,2,4,30,56000.5639,0.0,56000.5639
2014-05-31,Marketable,Treasury Bills,0.072,2014,3,2014,2,5,31,1447025.0359,1959.117,1448984.1529
2014-05-31,Marketable,Treasury Notes,1.805,2014,3,2014,2,5,31,8021080.91539999,6772.0133,8027852.92869999
2014-05-31,Marketable,Treasury Bonds,4.994,2014,3,2014,2,5,31,1479103.68185,43.967,1479147.64885
2014-05-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.993,2014,3,2014,2,5,31,1008398.2031357,38.46126524,1008436.66440094
2014-05-31,Marketable,Federal Financing Bank,3.619,2014,3,2014,2,5,31,0.0,14999.99,14999.99
2014-05-31,Non-marketable,Domestic Series,7.948,2014,3,2014,2,5,31,29995.18,0.0,29995.18
2014-05-31,Non-marketable,Foreign Series,8.086,2014,3,2014,2,5,31,2985.64859,0.0,2985.64859
2014-05-31,Non-marketable,State and Local Government Series,1.289,2014,3,2014,2,5,31,112277.21457075,0.0,112277.21457075
2014-05-31,Non-marketable,United States Savings Securities,3.154,2014,3,2014,2,5,31,177999.51608152,0.0,177999.51608152
2014-05-31,Non-marketable,Government Account Series,3.427,2014,3,2014,2,5,31,188739.06798418,4954620.46545843,5143359.53344261
2014-05-31,Marketable,Treasury Floating Rate Notes (FRN),0.09,2014,3,2014,2,5,31,68995.128,0.0,68995.128
2014-06-30,Marketable,Treasury Bills,0.068,2014,3,2014,2,6,30,1386402.3725,1584.117,1387986.4895
2014-06-30,Marketable,Treasury Notes,1.8,2014,3,2014,2,6,30,8082060.81039999,7227.5713,8089288.38169999
2014-06-30,Marketable,Treasury Bonds,4.981,2014,3,2014,2,6,30,1492099.86445,47.721,1492147.58545
2014-06-30,Marketable,Treasury Inflation-Protected Securities (TIPS),0.994,2014,3,2014,2,6,30,1019148.39934636,38.59778823,1019186.99713459
2014-06-30,Marketable,Federal Financing Bank,3.516,2014,3,2014,2,6,30,0.0,13611.948,13611.948
2014-06-30,Non-marketable,Domestic Series,7.948,2014,3,2014,2,6,30,29995.18,0.0,29995.18
2014-06-30,Non-marketable,Foreign Series,8.086,2014,3,2014,2,6,30,2985.64859,0.0,2985.64859
2014-06-30,Non-marketable,State and Local Government Series,1.233,2014,3,2014,2,6,30,111857.81024847,0.0,111857.81024847
2014-06-30,Non-marketable,United States Savings Securities,3.164,2014,3,2014,2,6,30,177676.9049695,0.0,177676.9049695
2014-06-30,Non-marketable,Government Account Series,3.277,2014,3,2014,2,6,30,186543.58013853,5037382.67627703,5223925.69713161
2014-06-30,Marketable,Treasury Floating Rate Notes (FRN),0.088,2014,3,2014,2,6,30,81995.3971,0.0,81995.3971
2014-07-31,Marketable,Treasury Bills,0.066,2014,4,2014,3,7,31,1408232.4614,1754.094,1409986.5554
2014-07-31,Marketable,Treasury Notes,1.803,2014,4,2014,3,7,31,8116077.55389999,7259.2093,8123336.76319999
2014-07-31,Marketable,Treasury Bonds,4.967,2014,4,2014,3,7,31,1505091.00965,53.543,1505144.55265
2014-07-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.961,2014,4,2014,3,7,31,1013760.80654476,35.31636792,1013796.12291268
2014-07-31,Marketable,Federal Financing Bank,3.516,2014,4,2014,3,7,31,0.0,13611.948,13611.948
2014-07-31,Non-marketable,Domestic Series,7.948,2014,4,2014,3,7,31,29995.18,0.0,29995.18
2014-07-31,Non-marketable,Foreign Series,8.087,2014,4,2014,3,7,31,2985.64859,0.0,2985.64859
2014-07-31,Non-marketable,State and Local Government Series,1.205,2014,4,2014,3,7,31,108821.521098,0.0,108821.521098
2014-07-31,Non-marketable,United States Savings Securities,3.173,2014,4,2014,3,7,31,177343.25305431,0.0,177343.25305431
2014-07-31,Non-marketable,Government Account Series,3.278,2014,4,2014,3,7,31,190687.13954865,5012450.45943298,5203137.04488677
2014-07-31,Marketable,Treasury Floating Rate Notes (FRN),0.089,2014,4,2014,3,7,31,96995.4947,0.0,96995.4947
2014-08-31,Marketable,Treasury Bills,0.062,2014,4,2014,3,8,31,1450293.3505,1704.317,1451997.6675
2014-08-31,Marketable,Treasury Notes,1.803,2014,4,2014,3,8,31,8109268.65069999,7365.3453,8116633.99599999
2014-08-31,Marketable,Treasury Bonds,4.949,2014,4,2014,3,8,31,1521087.53595,56.899,1521144.43495
2014-08-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.941,2014,4,2014,3,8,31,1031836.25328317,51.519031,1031887.77231417
2014-08-31,Marketable,Federal Financing Bank,3.516,2014,4,2014,3,8,31,0.0,13611.948,13611.948
2014-08-31,Non-marketable,Domestic Series,7.949,2014,4,2014,3,8,31,29995.18,0.0,29995.18
2014-08-31,Non-marketable,Foreign Series,8.087,2014,4,2014,3,8,31,2985.64859,0.0,2985.64859
2014-08-31,Non-marketable,State and Local Government Series,1.202,2014,4,2014,3,8,31,105439.88178407,0.0,105439.88178407
2014-08-31,Non-marketable,United States Savings Securities,3.183,2014,4,2014,3,8,31,177029.57703455,0.0,177029.57703455
2014-08-31,Non-marketable,Government Account Series,3.284,2014,4,2014,3,8,31,193237.23212945,4993277.21110683,5186513.71466997
2014-08-31,Marketable,Treasury Floating Rate Notes (FRN),0.093,2014,4,2014,3,8,31,109995.6612,0.0,109995.6612
2014-09-30,Marketable,Treasury Bills,0.057,2014,4,2014,3,9,30,1409627.5995,1352.417,1410980.0165
2014-09-30,Marketable,Treasury Notes,1.805,2014,4,2014,3,9,30,8160195.75659999,7562.8683,8167758.62489999
2014-09-30,Marketable,Treasury Bonds,4.934,2014,4,2014,3,9,30,1534068.51885,75.922,1534144.44085
2014-09-30,Marketable,Treasury Inflation-Protected Securities (TIPS),0.937,2014,4,2014,3,9,30,1044675.64404647,51.5387494,1044727.18279587
2014-09-30,Marketable,Federal Financing Bank,3.516,2014,4,2014,3,9,30,0.0,13611.948,13611.948
2014-09-30,Non-marketable,Domestic Series,7.949,2014,4,2014,3,9,30,29995.18,0.0,29995.18
2014-09-30,Non-marketable,Foreign Series,8.087,2014,4,2014,3,9,30,2985.64859,0.0,2985.64859
2014-09-30,Non-marketable,State and Local Government Series,1.188,2014,4,2014,3,9,30,105667.57422673,0.0,105667.57422673
2014-09-30,Non-marketable,United States Savings Securities,3.191,2014,4,2014,3,9,30,176761.56075023,0.0,176761.56075023
2014-09-30,Non-marketable,Government Account Series,3.26,2014,4,2014,3,9,30,196520.04999321,5015946.32709778,5212466.22071533
2014-09-30,Marketable,Treasury Floating Rate Notes (FRN),0.076,2014,4,2014,3,9,30,122984.8191,5.6,122990.4191
2014-10-31,Marketable,Treasury Notes,1.807,2015,1,2014,4,10,31,8192466.07559999,7251.9073,8199717.98289999
2014-10-31,Marketable,Treasury Bonds,4.919,2015,1,2014,4,10,31,1547072.77635,71.625,1547144.40135
2014-10-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.937,2015,1,2014,4,10,31,1050109.90714347,54.3218325,1050164.22897597
2014-10-31,Marketable,Federal Financing Bank,3.516,2015,1,2014,4,10,31,0.0,13611.948,13611.948
2014-10-31,Non-marketable,Domestic Series,7.949,2015,1,2014,4,10,31,29995.18,0.0,29995.18
2014-10-31,Non-marketable,Foreign Series,7.312,2015,1,2014,4,10,31,264.342,0.0,264.342
2014-10-31,Non-marketable,State and Local Government Series,1.149,2015,1,2014,4,10,31,106914.6485469,0.0,106914.6485469
2014-10-31,Non-marketable,United States Savings Securities,3.2,2015,1,2014,4,10,31,176609.6376311,0.0,176609.6376311
2014-10-31,Non-marketable,Government Account Series,3.257,2015,1,2014,4,10,31,201681.79379088,5057063.45162858,5258745.24541946
2014-10-31,Marketable,Treasury Floating Rate Notes (FRN),0.08,2015,1,2014,4,10,31,137990.6092,0.0,137990.6092
2014-10-31,Marketable,Treasury Bills,0.056,2015,1,2014,4,10,31,1412388.199,1557.0,1413945.199
2014-11-30,Marketable,Treasury Bills,0.059,2015,1,2014,4,11,30,1438321.3777,1600.707,1439922.0847
2014-11-30,Marketable,Treasury Notes,1.809,2015,1,2014,4,11,30,8182672.85079999,7189.7683,8189862.61909999
2014-11-30,Marketable,Treasury Bonds,4.9,2015,1,2014,4,11,30,1563086.18405,79.602,1563165.78605
2014-11-30,Marketable,Federal Financing Bank,3.516,2015,1,2014,4,11,30,0.0,13611.948,13611.948
2014-11-30,Non-marketable,Domestic Series,7.949,2015,1,2014,4,11,30,29995.18,0.0,29995.18
2014-11-30,Non-marketable,Foreign Series,7.312,2015,1,2014,4,11,30,264.342,0.0,264.342
2014-11-30,Non-marketable,State and Local Government Series,1.088,2015,1,2014,4,11,30,112324.18369225,0.0,112324.18369225
2014-11-30,Non-marketable,United States Savings Securities,3.204,2015,1,2014,4,11,30,176399.34096841,0.0,176399.34096841
2014-11-30,Non-marketable,Government Account Series,3.241,2015,1,2014,4,11,30,203272.16524967,5059838.12441232,5263110.81534679
2014-11-30,Marketable,Treasury Inflation-Protected Securities (TIPS),0.932,2015,1,2014,4,11,30,1063795.03580484,53.0374134,1063848.07321824
2014-11-30,Marketable,Treasury Floating Rate Notes (FRN),0.081,2015,1,2014,4,11,30,150990.6816,0.0,150990.6816
2014-12-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.924,2015,1,2014,4,12,31,1077502.63211315,51.7856283,1077554.41774145
2014-12-31,Marketable,Treasury Bills,0.063,2015,1,2014,4,12,31,1456692.3874,1192.707,1457885.0944
2014-12-31,Marketable,Treasury Notes,1.808,2015,1,2014,4,12,31,8221365.83539999,7820.2883,8229186.12369999
2014-12-31,Marketable,Treasury Bonds,4.883,2015,1,2014,4,12,31,1576086.72505,79.067,1576165.79205
2014-12-31,Marketable,Federal Financing Bank,3.516,2015,1,2014,4,12,31,0.0,13611.948,13611.948
2014-12-31,Non-marketable,Domestic Series,7.949,2015,1,2014,4,12,31,29995.18,0.0,29995.18
2014-12-31,Non-marketable,Foreign Series,7.312,2015,1,2014,4,12,31,264.342,0.0,264.342
2014-12-31,Non-marketable,State and Local Government Series,0.995,2015,1,2014,4,12,31,116489.98449564,0.0,116489.98449564
2014-12-31,Non-marketable,United States Savings Securities,3.195,2015,1,2014,4,12,31,175969.82492128,0.0,175969.82492128
2014-12-31,Non-marketable,Government Account Series,3.22,2015,1,2014,4,12,31,203968.14698677,5094242.77444756,5298210.92143433
2014-12-31,Marketable,Treasury Floating Rate Notes (FRN),0.079,2015,1,2014,4,12,31,163990.7828,0.0,163990.7828
2015-01-31,Marketable,Federal Financing Bank,3.516,2015,2,2015,1,1,31,0.0,13611.948,13611.948
2015-01-31,Non-marketable,Domestic Series,7.949,2015,2,2015,1,1,31,29995.18,0.0,29995.18
2015-01-31,Non-marketable,Foreign Series,7.312,2015,2,2015,1,1,31,264.342,0.0,264.342
2015-01-31,Non-marketable,State and Local Government Series,1.002,2015,2,2015,1,1,31,113684.42731374,0.0,113684.42731374
2015-01-31,Non-marketable,United States Savings Securities,3.198,2015,2,2015,1,1,31,175637.82573637,0.0,175637.82573637
2015-01-31,Non-marketable,Government Account Series,3.231,2015,2,2015,1,1,31,203424.44919157,5073931.33969504,5277354.61337412
2015-01-31,Marketable,Treasury Floating Rate Notes (FRN),0.084,2015,2,2015,1,1,31,163988.6678,2.115,163990.7828
2015-01-31,Marketable,Treasury Bills,0.07,2015,2,2015,1,1,31,1411505.4997,1381.407,1412886.9067
2015-01-31,Marketable,Treasury Notes,1.816,2015,2,2015,1,1,31,8232100.38069999,7814.1663,8239914.54699999
2015-01-31,Marketable,Treasury Bonds,4.86,2015,2,2015,1,1,31,1589088.33615,76.922,1589165.25815
2015-01-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.898,2015,2,2015,1,1,31,1063675.02509541,52.2270142,1063727.25210961
2015-02-28,Marketable,Treasury Bills,0.071,2015,2,2015,1,2,28,1471553.0329,1334.707,1472887.7399
2015-02-28,Marketable,Treasury Notes,1.808,2015,2,2015,1,2,28,8222351.36769999,7764.0253,8230115.39299999
2015-02-28,Marketable,Treasury Bonds,4.795,2015,2,2015,1,2,28,1594569.95005,78.274,1594648.22405
2015-02-28,Marketable,Treasury Inflation-Protected Securities (TIPS),0.898,2015,2,2015,1,2,28,1066997.56370935,72.6408497,1067070.20455905
2015-02-28,Marketable,Federal Financing Bank,3.516,2015,2,2015,1,2,28,0.0,13611.948,13611.948
2015-02-28,Non-marketable,Domestic Series,7.949,2015,2,2015,1,2,28,29995.18,0.0,29995.18
2015-02-28,Non-marketable,Foreign Series,7.312,2015,2,2015,1,2,28,264.342,0.0,264.342
2015-02-28,Non-marketable,State and Local Government Series,1.018,2015,2,2015,1,2,28,112763.62929563,0.0,112763.62929563
2015-02-28,Non-marketable,United States Savings Securities,3.203,2015,2,2015,1,2,28,175330.68668174,0.0,175330.68668174
2015-02-28,Non-marketable,Government Account Series,3.202,2015,2,2015,1,2,28,206691.63341195,5058461.0901279,5265152.72353843
2015-02-28,Marketable,Treasury Floating Rate Notes (FRN),0.087,2015,2,2015,1,2,28,191990.6446,0.595,191991.2396
2015-03-31,Marketable,Treasury Bills,0.078,2015,2,2015,1,3,31,1476540.1536,1359.432,1477899.5856
2015-03-31,Marketable,Treasury Notes,1.804,2015,2,2015,1,3,31,8256665.80539999,7767.0763,8264432.88169999
2015-03-31,Marketable,Treasury Bonds,4.778,2015,2,2015,1,3,31,1607585.26735,61.701,1607646.96835
2015-03-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.889,2015,2,2015,1,3,31,1075140.69962311,83.038173,1075223.73779611
2015-03-31,Marketable,Federal Financing Bank,3.516,2015,2,2015,1,3,31,0.0,13611.948,13611.948
2015-03-31,Non-marketable,Domestic Series,7.949,2015,2,2015,1,3,31,29995.18,0.0,29995.18
2015-03-31,Non-marketable,Foreign Series,7.312,2015,2,2015,1,3,31,264.342,0.0,264.342
2015-03-31,Non-marketable,State and Local Government Series,0.997,2015,2,2015,1,3,31,117932.69551225,0.0,117932.69551225
2015-03-31,Non-marketable,United States Savings Securities,3.205,2015,2,2015,1,3,31,174957.85804385,0.0,174957.85804385
2015-03-31,Non-marketable,Government Account Series,3.233,2015,2,2015,1,3,31,144795.60447647,5038280.00574901,5183075.04941084
2015-03-31,Marketable,Treasury Floating Rate Notes (FRN),0.103,2015,2,2015,1,3,31,204991.452,0.0,204991.452
2015-04-30,Marketable,Treasury Bills,0.088,2015,3,2015,2,4,30,1431244.7835,1689.842,1432934.6255
2015-04-30,Marketable,Treasury Notes,1.805,2015,3,2015,2,4,30,8276264.4947,7758.9643,8284023.459
2015-04-30,Marketable,Treasury Bonds,4.761,2015,3,2015,2,4,30,1620594.55235,51.4598,1620646.01215
2015-04-30,Marketable,Treasury Inflation-Protected Securities (TIPS),0.887,2015,3,2015,2,4,30,1074142.47858782,99.6079623,1074242.08655012
2015-04-30,Marketable,Federal Financing Bank,3.516,2015,3,2015,2,4,30,0.0,13611.948,13611.948
2015-04-30,Non-marketable,Domestic Series,7.949,2015,3,2015,2,4,30,29995.18,0.0,29995.18
2015-04-30,Non-marketable,Foreign Series,7.312,2015,3,2015,2,4,30,264.342,0.0,264.342
2015-04-30,Non-marketable,State and Local Government Series,1.003,2015,3,2015,2,4,30,117427.0313858,0.0,117427.0313858
2015-04-30,Non-marketable,United States Savings Securities,3.21,2015,3,2015,2,4,30,174629.56588182,0.0,174629.56588182
2015-04-30,Non-marketable,Government Account Series,3.23,2015,3,2015,2,4,30,107557.66366866,5075170.44144404,5182727.52162574
2015-04-30,Marketable,Treasury Floating Rate Notes (FRN),0.089,2015,3,2015,2,4,30,220043.3773,2.995,220046.3723
2015-05-31,Marketable,Treasury Bills,0.09,2015,3,2015,2,5,31,1445235.9463,1722.392,1446958.3383
2015-05-31,Marketable,Treasury Notes,1.806,2015,3,2015,2,5,31,8256835.56769999,7799.177,8264634.7447
2015-05-31,Marketable,Treasury Bonds,4.744,2015,3,2015,2,5,31,1636949.922,57.772,1637007.694
2015-05-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.881,2015,3,2015,2,5,31,1092671.10138847,88.26627666,1092759.36766513
2015-05-31,Marketable,Federal Financing Bank,3.516,2015,3,2015,2,5,31,0.0,13611.948,13611.948
2015-05-31,Non-marketable,Domestic Series,7.949,2015,3,2015,2,5,31,29995.18,0.0,29995.18
2015-05-31,Non-marketable,Foreign Series,7.312,2015,3,2015,2,5,31,264.342,0.0,264.342
2015-05-31,Non-marketable,State and Local Government Series,1.038,2015,3,2015,2,5,31,110686.68434718,0.0,110686.68434718
2015-05-31,Non-marketable,United States Savings Securities,3.204,2015,3,2015,2,5,31,174359.39348964,0.0,174359.39348964
2015-05-31,Non-marketable,Government Account Series,3.244,2015,3,2015,2,5,31,71170.69282821,5076348.74190911,5147518.64298772
2015-05-31,Marketable,Treasury Floating Rate Notes (FRN),0.084,2015,3,2015,2,5,31,233023.6978,22.695,233046.3928
2015-06-30,Marketable,Treasury Notes,1.809,2015,3,2015,2,6,30,8297600.7355,7778.471,8305379.2065
2015-06-30,Marketable,Treasury Bonds,4.731,2015,3,2015,2,6,30,1649925.1965,82.145,1650007.3415
2015-06-30,Marketable,Treasury Inflation-Protected Securities (TIPS),0.883,2015,3,2015,2,6,30,1102262.47250293,92.25727718,1102354.72978011
2015-06-30,Marketable,Federal Financing Bank,3.43,2015,3,2015,2,6,30,0.0,12314.993,12314.993
2015-06-30,Non-marketable,Domestic Series,7.949,2015,3,2015,2,6,30,29995.18,0.0,29995.18
2015-06-30,Non-marketable,Foreign Series,7.312,2015,3,2015,2,6,30,264.342,0.0,264.342
2015-06-30,Non-marketable,State and Local Government Series,1.111,2015,3,2015,2,6,30,99767.29021074,0.0,99767.29021074
2015-06-30,Non-marketable,United States Savings Securities,3.199,2015,3,2015,2,6,30,173980.84778372,0.0,173980.84778372
2015-06-30,Non-marketable,Government Account Series,3.106,2015,3,2015,2,6,30,81883.9315132,5052991.3344083,5134875.09526637
2015-06-30,Marketable,Treasury Bills,0.093,2015,3,2015,2,6,30,1393162.3079,1829.192,1394991.4999
2015-06-30,Marketable,Treasury Floating Rate Notes (FRN),0.084,2015,3,2015,2,6,30,246045.3663,0.78,246046.1463
2015-07-31,Marketable,Treasury Bills,0.099,2015,4,2015,3,7,31,1438153.922,1834.793,1439988.715
2015-07-31,Marketable,Treasury Notes,1.816,2015,4,2015,3,7,31,8327379.9401,7765.319,8335145.2591
2015-07-31,Marketable,Treasury Bonds,4.719,2015,4,2015,3,7,31,1662888.5746,118.751,1663007.3256
2015-07-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.858,2015,4,2015,3,7,31,1101868.12420229,60.9343345,1101929.05853679
2015-07-31,Marketable,Federal Financing Bank,3.43,2015,4,2015,3,7,31,0.0,12314.993,12314.993
2015-07-31,Non-marketable,Domestic Series,7.95,2015,4,2015,3,7,31,29995.18,0.0,29995.18
2015-07-31,Non-marketable,Foreign Series,7.312,2015,4,2015,3,7,31,264.342,0.0,264.342
2015-07-31,Non-marketable,State and Local Government Series,1.15,2015,4,2015,3,7,31,88985.72071112,0.0,88985.72071112
2015-07-31,Non-marketable,United States Savings Securities,3.195,2015,4,2015,3,7,31,173637.36676512,0.0,173637.36676512
2015-07-31,Non-marketable,Government Account Series,3.132,2015,4,2015,3,7,31,49284.7044428,4993688.56271353,5042973.26715633
2015-07-31,Marketable,Treasury Floating Rate Notes (FRN),0.12,2015,4,2015,3,7,31,261046.27,0.0,261046.27
2015-08-31,Marketable,Treasury Bills,0.121,2015,4,2015,3,8,31,1421704.6213,2270.443,1423975.0643
2015-08-31,Marketable,Treasury Notes,1.815,2015,4,2015,3,8,31,8331370.7709,7387.836,8338758.6069
2015-08-31,Marketable,Treasury Bonds,4.686,2015,4,2015,3,8,31,1675201.3214,104.72,1675306.0414
2015-08-31,Marketable,Treasury Inflation-Protected Securities (TIPS),0.85,2015,4,2015,3,8,31,1122081.96229647,66.02883839,1122147.99113486
2015-08-31,Marketable,Federal Financing Bank,3.43,2015,4,2015,3,8,31,0.0,12314.993,12314.993
2015-08-31,Non-marketable,Domestic Series,7.95,2015,4,2015,3,8,31,29995.18,0.0,29995.18
2015-08-31,Non-marketable,Foreign Series,7.312,2015,4,2015,3,8,31,264.342,0.0,264.342
2015-08-31,Non-marketable,State and Local Government Series,1.224,2015,4,2015,3,8,31,81077.18438773,0.0,81077.18438773
2015-08-31,Non-marketable,United States Savings Securities,3.191,2015,4,2015,3,8,31,173254.79099131,0.0,173254.79099131
2015-08-31,Non-marketable,Government Account Series,3.128,2015,4,2015,3,8,31,9147.65060632,5008752.32705796,5017899.97766428
2015-08-31,Marketable,Treasury Floating Rate Notes (FRN),0.12,2015,4,2015,3,8,31,274038.8586,7.165,274046.0236
2015-09-30,Marketable,Treasury Bills,0.136,2015,4,2015,3,9,30,1355231.4484,2765.552,1357997.0004
2015-09-30,Marketable,Treasury Notes,1.822,2015,4,2015,3,9,30,8366026.282,6630.594,8372656.876
2015-09-30,Marketable,Treasury Bonds,4.673,2015,4,2015,3,9,30,1688208.17795,97.028,1688305.20595
2015-09-30,Marketable,Treasury Inflation-Protected Securities (TIPS),0.847,2015,4,2015,3,9,30,1135362.77516563,68.0982542,1135430.87341983
2015-09-30,Marketable,Federal Financing Bank,3.43,2015,4,2015,3,9,30,0.0,12314.993,12314.993
2015-09-30,Non-marketable,Domestic Series,7.95,2015,4,2015,3,9,30,29995.18,0.0,29995.18
2015-09-30,Non-marketable,Foreign Series,7.312,2015,4,2015,3,9,30,264.342,0.0,264.342
2015-09-30,Non-marketable,State and Local Government Series,1.249,2015,4,2015,3,9,30,78115.40491605,0.0,78115.40491605
2015-09-30,Non-marketable,United States Savings Securities,3.187,2015,4,2015,3,9,30,172825.91665048,0.0,172825.91665048
